friday_week,source_date,price,instrument_id,raw_symbol,expiration,days_to_expiry,open_interest_x,contract_rank,log_ret_1d,log_ret_5d,log_ret_20d,vol_20d,vol_60d,roll_changed,fx_source_date,brl_per_usd,fx_log_ret_1d,fx_log_ret_5d,fx_log_ret_20d,fx_vol_20d,fx_vol_60d,market_name,position_date,open_interest_y,noncommercial_long,noncommercial_short,noncommercial_spreading,commercial_long,commercial_short,nonreportable_long,nonreportable_short,release_date,spec_net,comm_net,spec_net_pct_oi,comm_net_pct_oi,spec_z_26w,spec_z_52w,comm_z_26w,comm_z_52w,curve_source_date,rank1_price,rank1_dte,rank1_oi,rank2_price,rank2_dte,rank2_oi,rank3_price,rank3_dte,rank3_oi,rank4_price,rank4_dte,rank4_oi,rank5_price,rank5_dte,rank5_oi,rank6_price,rank6_dte,rank6_oi,cm_1m_price,cm_3m_price,cm_6m_price,spread_1_2,spread_1_3,spread_3_6,basis_cm1_spotproxy,curve_slope_1_6,curve_curvature_1_3_6,rank1_price_ret_5d,rank1_price_ret_20d,cm_3m_price_ret_5d,cm_3m_price_ret_20d,cm_6m_price_ret_5d,cm_6m_price_ret_20d,curve_slope_1_6_ret_5d,curve_slope_1_6_ret_20d,curve_curvature_1_3_6_ret_5d,curve_curvature_1_3_6_ret_20d,weather_source_date,weather_tavg_c,weather_tmax_c,weather_tmin_c,weather_precip_mm,weather_rain_mm,rain_30d,rain_7d,rain_anom_30d,tavg_anom_30d,tmin_anom_30d,rain_ratio_30d,frost_7d_flag,heat_7d_flag,fcst_rain_1_7d,fcst_rain_8_14d,fcst_rain_1_14d,fcst_tavg_1_7d,fcst_tavg_8_14d,fcst_tmin_1_7d,fcst_tmax_1_7d,fcst_cold_flag_1_7d,fcst_heat_flag_1_7d,spot_proxy_price,price_lag_1,price_lag_4,price_lag_13,price_lag_26,brl_per_usd_lag_1,brl_per_usd_lag_4,brl_per_usd_lag_13,brl_per_usd_lag_26,spec_net_lag_1,spec_net_lag_4,spec_net_lag_13,spec_net_lag_26,comm_net_lag_1,comm_net_lag_4,comm_net_lag_13,comm_net_lag_26,spec_net_pct_oi_lag_1,spec_net_pct_oi_lag_4,spec_net_pct_oi_lag_13,spec_net_pct_oi_lag_26,comm_net_pct_oi_lag_1,comm_net_pct_oi_lag_4,comm_net_pct_oi_lag_13,comm_net_pct_oi_lag_26,rain_30d_lag_1,rain_30d_lag_4,rain_30d_lag_13,rain_30d_lag_26,rain_7d_lag_1,rain_7d_lag_4,rain_7d_lag_13,rain_7d_lag_26,tavg_anom_30d_lag_1,tavg_anom_30d_lag_4,tavg_anom_30d_lag_13,tavg_anom_30d_lag_26,tmin_anom_30d_lag_1,tmin_anom_30d_lag_4,tmin_anom_30d_lag_13,tmin_anom_30d_lag_26,rain_ratio_30d_lag_1,rain_ratio_30d_lag_4,rain_ratio_30d_lag_13,rain_ratio_30d_lag_26,rank1_price_lag_1,rank1_price_lag_4,rank1_price_lag_13,rank1_price_lag_26,cm_3m_price_lag_1,cm_3m_price_lag_4,cm_3m_price_lag_13,cm_3m_price_lag_26,cm_6m_price_lag_1,cm_6m_price_lag_4,cm_6m_price_lag_13,cm_6m_price_lag_26,curve_slope_1_6_lag_1,curve_slope_1_6_lag_4,curve_slope_1_6_lag_13,curve_slope_1_6_lag_26,curve_curvature_1_3_6_lag_1,curve_curvature_1_3_6_lag_4,curve_curvature_1_3_6_lag_13,curve_curvature_1_3_6_lag_26,spot_proxy_price_lag_1,spot_proxy_price_lag_4,spot_proxy_price_lag_13,spot_proxy_price_lag_26,price_brl_per_usd_interaction,price_spec_net_interaction,price_rain_30d_interaction,rank1_price_brl_per_usd_interaction,rank1_price_spec_net_interaction,cm_3m_price_cm_6m_price_interaction,target_ret_1w,target_ret_4w,target_ret_13w,target_ret_26w
2015-11-27,2015-11-27,123.6,0,KC_LOCAL,2016-11-26,365,,1,-0.015653540580003695,0.011391498286095338,-0.00040444894383492077,0.01927253670741565,0.01916120795423551,False,2015-11-27,3.7392,-0.005547272599346709,0.010538865152277546,-0.05030194950901612,0.010213274021419924,0.015589553066171002,COFFEE C - ICE FUTURES U.S.,2015-11-24,172995,37127,54229,28382,37127,54229,10584,7489,2015-11-27,-17102,-17102,-0.0988583485071823,-0.0988583485071823,-0.6853002101629118,-0.9417643339672878,-0.6853002101629118,-0.9417643339672878,2015-11-27,123.6,365,,,,,,,,,,,,,,,,,123.6,123.6,123.6,,,0.0,0.0,0.0,0.0,0.011391498286095338,-0.00040444894383492077,0.011391498286095338,-0.00040444894383492077,0.011391498286095338,-0.00040444894383492077,,,,,2015-11-27,24.9,30.3,20.5,6.5,6.5,146.2,29.20000000000004,-42.06666666666664,1.5979365079365082,1.2530158730158727,0.7765580736543909,0.0,0.0,,,,,,,,,,123.6,124.4,124.25,124.05,126.15,3.7,3.8582,3.5784,3.1781,-25508.0,-12102.0,-12778.0,-12814.0,-25508.0,-12102.0,-12778.0,-12814.0,-0.13710366623846407,-0.061994139704526365,-0.07523152918180266,-0.06565289120700078,-0.13710366623846407,-0.061994139704526365,-0.07523152918180266,-0.06565289120700078,161.3,53.50000000000001,0.0,68.4,76.80000000000004,45.60000000000004,0.0,4.000000000000039,1.68984126984127,2.3682539682539683,0.13698412698412726,-0.17253968253968258,1.5150793650793648,1.6052380952380954,0.13825396825396835,0.9542857142857142,0.923775499072761,0.5159823642876826,0.0,3.4462571976967373,124.4,124.25,124.05,126.15,124.4,124.25,124.05,126.15,124.4,124.25,124.05,126.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.4,124.25,124.05,126.15,462.16511999999994,-2113807.1999999997,18070.319999999996,462.16511999999994,-2113807.1999999997,15276.96,0.026742763127097124,-0.013439420361661045,-0.0703807967617995,-0.0028357321007908888
2015-12-04,2015-12-04,126.95,0,KC_LOCAL,2016-12-03,365,,1,0.016680291424905284,0.026742763127097124,0.02149764317394943,0.022019987223245,0.019439451346056312,False,2015-12-04,3.7569,-0.010459100018240687,0.004722464453502936,-0.012800682576501195,0.0118392981143621,0.016023100023084446,COFFEE C - ICE FUTURES U.S.,2015-12-01,172338,37093,53241,27524,37093,53241,10650,8238,2015-12-04,-16148,-16148,-0.09369959033991343,-0.09369959033991343,-0.5266964067661553,-0.8806523328282726,-0.5266964067661553,-0.8806523328282726,2015-12-04,126.95,365,,,,,,,,,,,,,,,,,126.95,126.95,126.95,,,0.0,0.0,0.0,0.0,0.026742763127097124,0.02149764317394943,0.026742763127097124,0.02149764317394943,0.026742763127097124,0.02149764317394943,,,,,2015-12-04,24.1,32.1,19.5,12.7,12.7,218.5,102.40000000000005,19.376190476190494,1.7430158730158734,1.2450793650793648,1.0973072508130859,0.0,0.0,,,,,,,,,,126.95,123.6,121.15,119.15,137.4,3.7392,3.8053,3.798,3.1677,-17102.0,-15657.0,-17007.0,-10730.0,-17102.0,-15657.0,-17007.0,-10730.0,-0.0988583485071823,-0.07838337113076911,-0.09667847174455554,-0.05510419983360894,-0.0988583485071823,-0.07838337113076911,-0.09667847174455554,-0.05510419983360894,146.2,74.60000000000001,0.0,41.8,29.20000000000004,21.90000000000004,0.0,13.100000000000039,1.5979365079365082,2.2638095238095235,0.5420634920634921,-0.030317460317460267,1.2530158730158727,1.453174603174603,0.4482539682539682,0.9322222222222223,0.7765580736543909,0.5803726892157227,0.0,2.467116357504216,123.6,121.15,119.15,137.4,123.6,121.15,119.15,137.4,123.6,121.15,119.15,137.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.6,121.15,119.15,137.4,476.938455,-2049988.6,27738.575,476.938455,-2049988.6,16116.302500000002,-0.046351234515473363,0.014467505519565854,-0.04758962476661996,0.016406618013935576
2015-12-11,2015-12-11,121.2,0,KC_LOCAL,2016-12-10,365,,1,-0.04161376019898911,-0.046351234515473363,0.0204216307204634,0.02321183040968365,0.01985735389201882,False,2015-12-11,3.8541,0.022619699639724506,0.025543367467577113,0.013715485977402521,0.012088274007346928,0.01615069063004492,COFFEE C - ICE FUTURES U.S.,2015-12-08,165755,36499,41223,27120,36499,41223,10046,7469,2015-12-11,-4724,-4724,-0.028499894422491026,-0.028499894422491026,1.0669303470750344,-0.2495688233087648,1.0669303470750344,-0.2495688233087648,2015-12-11,121.2,365,,,,,,,,,,,,,,,,,121.2,121.2,121.2,,,0.0,0.0,0.0,0.0,-0.046351234515473363,0.0204216307204634,-0.046351234515473363,0.0204216307204634,-0.046351234515473363,0.0204216307204634,,,,,2015-12-11,23.9,30.4,19.3,2.3,2.3,266.8,51.600000000000044,46.752380952380975,1.0836507936507938,0.837936507936508,1.2124648344514175,0.0,0.0,,,,,,,,,,121.2,126.95,115.8,116.55,134.4,3.7569,3.8016,3.8692,3.1101,-16148.0,-19605.0,-20301.0,-452.0,-16148.0,-19605.0,-20301.0,-452.0,-0.09369959033991343,-0.09794957882430529,-0.1130647389057209,-0.0023885518611680653,-0.09369959033991343,-0.09794957882430529,-0.1130647389057209,-0.0023885518611680653,218.5,84.50000000000001,29.2,18.8,102.40000000000005,9.90000000000004,29.200000000000035,0.0,1.7430158730158734,2.4731746031746034,0.5187301587301588,0.241269841269841,1.2450793650793648,1.7653968253968253,0.9999999999999998,0.8557142857142855,1.0973072508130859,0.5513266637668554,2.674225904928042,1.0988032284998608,126.95,115.8,116.55,134.4,126.95,115.8,116.55,134.4,126.95,115.8,116.55,134.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.95,115.8,116.55,134.4,467.11692,-572548.8,32336.160000000003,467.11692,-572548.8,14689.44,-0.018318580523684746,0.0,0.037251270631126036,0.13595214011759443
2015-12-18,2015-12-18,119.0,0,KC_LOCAL,2016-12-17,365,,1,0.005899722127188322,-0.018318580523684746,-0.02653555362596561,0.01779467235952515,0.019567143564553996,False,2015-12-18,3.9056,0.003411178111213292,0.013273903933021988,0.054078601006379776,0.01221768525185607,0.015892237938070156,COFFEE C - ICE FUTURES U.S.,2015-12-15,166913,36278,42523,26090,36278,42523,10461,7997,2015-12-18,-6245,-6245,-0.037414701071815853,-0.037414701071815853,0.873826806170806,-0.30080065048822824,0.873826806170806,-0.30080065048822824,2015-12-18,119.0,365,,,,,,,,,,,,,,,,,119.0,119.0,119.0,,,0.0,0.0,0.0,0.0,-0.018318580523684746,-0.02653555362596561,-0.018318580523684746,-0.02653555362596561,-0.018318580523684746,-0.02653555362596561,,,,,2015-12-18,23.6,30.4,19.1,4.2,4.2,217.10000000000002,20.700000000000045,-25.890476190476168,1.0957142857142856,0.7274603174603177,0.8934506545426042,0.0,0.0,,,,,,,,,,119.0,121.2,124.4,118.35,130.1,3.8541,3.7,3.9015,3.0782,-4724.0,-25508.0,-23427.0,-4361.0,-4724.0,-25508.0,-23427.0,-4361.0,-0.028499894422491026,-0.13710366623846407,-0.12444158782940343,-0.024180491483321506,-0.028499894422491026,-0.13710366623846407,-0.12444158782940343,-0.024180491483321506,266.8,161.3,41.6,18.5,51.600000000000044,76.80000000000004,12.40000000000004,1.400000000000039,1.0836507936507938,1.68984126984127,0.5714285714285715,0.739206349206349,0.837936507936508,1.5150793650793648,1.1655555555555552,1.1296825396825396,1.2124648344514175,0.923775499072761,3.1255813953488376,1.639240506329114,121.2,124.4,118.35,130.1,121.2,124.4,118.35,130.1,121.2,124.4,118.35,130.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.2,124.4,118.35,130.1,464.76640000000003,-743155.0,25834.9,464.76640000000003,-743155.0,14161.0,0.024487631550400034,-0.015668328157724665,0.12095261041766249,0.18267163556525265
2015-12-25,2015-12-24,121.95,0,KC_LOCAL,2016-12-23,365,,1,-0.009385908528478488,0.030387353677588273,-0.029092960941664664,0.017173719148906263,0.018821186854437653,False,2015-12-24,3.9511,-0.002906354320972598,0.01499377861170358,0.04957506375524581,0.012442677096490665,0.013157433685234421,COFFEE C - ICE FUTURES U.S.,2015-12-22,173177,35130,46578,26794,35130,46578,11092,8242,2015-12-25,-11448,-11448,-0.06610577617120056,-0.06610577617120056,0.18627248044707015,-0.5641559783683908,0.18627248044707015,-0.5641559783683908,2015-12-24,121.95,365,,,,,,,,,,,,,,,,,121.95,121.95,121.95,,,0.0,0.0,0.0,0.0,0.030387353677588273,-0.029092960941664664,0.030387353677588273,-0.029092960941664664,0.030387353677588273,-0.029092960941664664,,,,,2015-12-25,25.2,29.8,20.0,0.9,0.9,198.8,16.700000000000042,-46.73333333333331,1.2790476190476194,0.6815873015873015,0.8096660331251697,0.0,0.0,,,,,,,,,,121.95,119.0,123.6,125.9,133.45,3.9056,3.7392,3.9472,3.1265,-6245.0,-17102.0,-24775.0,-8409.0,-6245.0,-17102.0,-24775.0,-8409.0,-0.037414701071815853,-0.0988583485071823,-0.12803022081660284,-0.04636838854823768,-0.037414701071815853,-0.0988583485071823,-0.12803022081660284,-0.04636838854823768,217.10000000000002,146.2,41.6,18.6,20.700000000000045,29.20000000000004,0.0,0.10000000000003909,1.0957142857142856,1.5979365079365082,0.6857142857142858,0.39587301587301577,0.7274603174603177,1.2530158730158727,0.8857142857142855,1.1836507936507934,0.8934506545426042,0.7765580736543909,1.7605804111245464,2.024883359253499,119.0,123.6,125.9,133.45,119.0,123.6,125.9,133.45,119.0,123.6,125.9,133.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,123.6,125.9,133.45,481.836645,-1396083.6,24243.660000000003,481.836645,-1396083.6,14871.802500000002,0.05464968900832407,-0.030810097289886974,0.060069756477663196,0.11746409272168302
2016-01-01,2015-12-31,128.8,0,KC_LOCAL,2016-12-30,365,,1,0.02396500469040476,0.04526378047984546,0.06702608460937286,0.016718922899908686,0.018699478671271176,False,2015-12-31,3.9042,0.0,-0.014847478731165166,0.01296727415929399,0.011930893576905712,0.012386078418262057,COFFEE C - ICE FUTURES U.S.,2015-12-29,172364,35045,45523,27111,35045,45523,11452,7951,2016-01-01,-10478,-10478,-0.06078995613933304,-0.06078995613933304,0.3477399353621396,-0.47807710689490346,0.3477399353621396,-0.47807710689490346,2015-12-31,128.8,365,,,,,,,,,,,,,,,,,128.8,128.8,128.8,,,0.0,0.0,0.0,0.0,0.04526378047984546,0.06702608460937286,0.04526378047984546,0.06702608460937286,0.04526378047984546,0.06702608460937286,,,,,2016-01-01,24.5,30.6,19.7,4.5,4.5,166.0,50.100000000000044,-86.63544788544785,0.7743223443223446,0.4630397380397382,0.6570732705541352,0.0,0.0,,,,,,,,,,128.8,121.95,126.95,127.35,127.4,3.9511,3.7569,4.0003,3.1265,-11448.0,-16148.0,-21312.0,-6277.0,-11448.0,-16148.0,-21312.0,-6277.0,-0.06610577617120056,-0.09369959033991343,-0.10958735055919784,-0.03599568762831026,-0.06610577617120056,-0.09369959033991343,-0.10958735055919784,-0.03599568762831026,198.8,218.5,45.7,1.8,16.700000000000042,102.40000000000005,4.100000000000039,0.0,1.2790476190476194,1.7430158730158734,0.7234920634920637,-0.006031746031746365,0.6815873015873015,1.2450793650793648,0.9946031746031743,0.8019047619047617,0.8096660331251697,1.0973072508130859,1.2657610129253494,0.2878903274942879,121.95,126.95,127.35,127.4,121.95,126.95,127.35,127.4,121.95,126.95,127.35,127.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.95,126.95,127.35,127.4,502.86096000000003,-1349566.4000000001,21380.800000000003,502.86096000000003,-1349566.4000000001,16589.440000000002,-0.060818740035039225,-0.08334785309506743,0.00426109496178472,0.12808178785695798
2016-01-08,2016-01-08,121.2,0,KC_LOCAL,2017-01-07,365,,1,0.004962789342129097,-0.060818740035039225,-0.04516896836791142,0.016077880834291982,0.018431075666442313,False,2016-01-08,4.0244,-0.005575324491203578,0.030322934688902233,0.06867521708694094,0.012908227587152807,0.011870683909615092,COFFEE C - ICE FUTURES U.S.,2016-01-05,172537,34747,38024,31243,34747,38024,10294,7892,2016-01-08,-3277,-3277,-0.018993027582489552,-0.018993027582489552,1.2916085939401158,0.03311734980940389,1.2916085939401158,0.03311734980940389,2016-01-08,121.2,365,,,,,,,,,,,,,,,,,121.2,121.2,121.2,,,0.0,0.0,0.0,0.0,-0.060818740035039225,-0.04516896836791142,-0.060818740035039225,-0.04516896836791142,-0.060818740035039225,-0.04516896836791142,,,,,2016-01-08,22.8,26.6,20.3,16.6,16.6,162.8,70.10000000000005,-99.2761405261405,0.6462776112776114,0.588263403263403,0.6211935190787109,0.0,0.0,,,,,,,,,,121.2,128.8,121.2,134.9,126.25,3.9042,3.8541,3.738,3.1891,-10478.0,-4724.0,-15177.0,-16914.0,-10478.0,-4724.0,-15177.0,-16914.0,-0.06078995613933304,-0.028499894422491026,-0.07953110343707259,-0.09122288500328994,-0.06078995613933304,-0.028499894422491026,-0.07953110343707259,-0.09122288500328994,166.0,266.8,20.200000000000003,5.7,50.100000000000044,51.600000000000044,0.800000000000039,4.200000000000039,0.7743223443223446,1.0836507936507938,1.0063492063492068,0.2693650793650793,0.4630397380397382,0.837936507936508,0.9898412698412694,1.3552380952380951,0.6570732705541352,1.2124648344514175,0.38202449567723346,1.6002673796791442,128.8,121.2,134.9,126.25,128.8,121.2,134.9,126.25,128.8,121.2,134.9,126.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.8,121.2,134.9,126.25,487.75728000000004,-397172.4,19731.36,487.75728000000004,-397172.4,14689.44,-0.033986908681409446,0.00985229644301164,0.011077036338907404,0.17306542937026223
2016-01-15,2016-01-15,117.15,0,KC_LOCAL,2017-01-14,365,,1,-0.008499838679112174,-0.033986908681409446,-0.01776696481464593,0.01562610653976853,0.01740880470400895,False,2016-01-15,4.0396,0.004440978358098955,0.0037698457345061507,0.0262093826631923,0.011667047054265432,0.01177869851013301,COFFEE C - ICE FUTURES U.S.,2016-01-12,190471,36860,53860,32937,36860,53860,11773,9103,2016-01-15,-17000,-17000,-0.08925243212877551,-0.08925243212877551,-0.41436204962132805,-0.7880316515981817,-0.41436204962132805,-0.7880316515981817,2016-01-15,117.15,365,,,,,,,,,,,,,,,,,117.15,117.15,117.15,,,0.0,0.0,0.0,0.0,-0.033986908681409446,-0.01776696481464593,-0.033986908681409446,-0.01776696481464593,-0.033986908681409446,-0.01776696481464593,,,,,2016-01-15,20.9,22.0,19.8,31.2,31.2,288.0,146.40000000000003,37.52624042624045,0.15422133422133452,0.6912792762792762,1.149821045087119,0.0,0.0,,,,,,,,,,117.15,121.2,119.0,129.2,128.4,4.0244,3.9056,3.8432,3.1826,-3277.0,-6245.0,-5306.0,-13957.0,-3277.0,-6245.0,-5306.0,-13957.0,-0.018993027582489552,-0.037414701071815853,-0.02930439344986607,-0.07639132148174096,-0.018993027582489552,-0.037414701071815853,-0.02930439344986607,-0.07639132148174096,162.8,217.10000000000002,4.900000000000003,5.6000000000000005,70.10000000000005,20.700000000000045,0.0,0.0,0.6462776112776114,1.0957142857142856,1.9873015873015878,0.1479365079365079,0.588263403263403,0.7274603174603177,0.9196825396825393,1.2993650793650793,0.6211935190787109,0.8934506545426042,0.07362621637092163,1.7218155197657397,121.2,119.0,129.2,128.4,121.2,119.0,129.2,128.4,121.2,119.0,129.2,128.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.2,119.0,129.2,128.4,473.23914,-1991550.0,33739.200000000004,473.23914,-1991550.0,13724.122500000001,0.009345862418237599,0.0029831686304088705,0.06365785177197741,0.23071193643514382
2016-01-22,2016-01-22,118.25,0,KC_LOCAL,2017-01-21,365,,1,0.014051753455650287,0.000846023739125382,-0.025877904800567994,0.018188527641392664,0.017852892417912606,False,2016-01-22,4.1226,-0.00787652964339859,0.020338355112683514,0.03958365680492674,0.011600659319192644,0.011624769869077138,COFFEE C - ICE FUTURES U.S.,2016-01-19,200017,36511,57314,35158,36511,57314,11965,9160,2016-01-22,-20803,-20803,-0.1040061594764445,-0.1040061594764445,-0.737933814372675,-0.9886115437461613,-0.737933814372675,-0.9886115437461613,2016-01-22,118.25,365,,,,,,,,,,,,,,,,,118.25,118.25,118.25,,,0.0,0.0,0.0,0.0,0.000846023739125382,-0.025877904800567994,0.000846023739125382,-0.025877904800567994,0.000846023739125382,-0.025877904800567994,,,,,2016-01-22,22.7,27.0,18.5,0.0,0.0,396.0,128.50000000000003,147.5972360972361,-0.27014374514374495,0.7017626817626819,1.5941851603350612,0.0,0.0,,,,,,,,,,118.25,117.15,121.95,121.8,125.65,4.0396,3.9511,3.8982,3.3248,-17000.0,-11448.0,-3532.0,-13790.0,-17000.0,-11448.0,-3532.0,-13790.0,-0.08925243212877551,-0.06610577617120056,-0.019337107317660713,-0.0743352146233916,-0.08925243212877551,-0.06610577617120056,-0.019337107317660713,-0.0743352146233916,288.0,198.8,12.000000000000004,4.4,146.40000000000003,16.700000000000042,7.10000000000004,0.2000000000000391,0.15422133422133452,1.2790476190476194,2.758888888888889,0.17238095238095177,0.6912792762792762,0.6815873015873015,1.883174603174603,1.2312698412698415,1.149821045087119,0.8096660331251697,0.14353249416187278,1.9913793103448276,117.15,121.95,121.8,125.65,117.15,121.95,121.8,125.65,117.15,121.95,121.8,125.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.15,121.95,121.8,125.65,487.49745,-2459954.75,46827.0,487.49745,-2459954.75,13983.0625,0.0021119332031435513,-0.014480661890276218,0.04222481560332327,0.20393271504853197
2016-01-29,2016-01-29,118.5,0,KC_LOCAL,2017-01-28,365,,1,-0.023353855374818516,0.0021119332031435513,-0.059382848404662666,0.017755440047151037,0.017914815400402948,False,2016-01-29,4.0422,-0.01009189651574678,-0.019694934070416132,0.0347362014656758,0.011148429372699708,0.011227769793719207,COFFEE C - ICE FUTURES U.S.,2016-01-26,203588,35634,54316,37613,35634,54316,11427,9204,2016-01-29,-18682,-18682,-0.09176375817828163,-0.09176375817828163,-0.45108955488611524,-0.8099734013909191,-0.45108955488611524,-0.8099734013909191,2016-01-29,118.5,365,,,,,,,,,,,,,,,,,118.5,118.5,118.5,,,0.0,0.0,0.0,0.0,0.0021119332031435513,-0.059382848404662666,0.0021119332031435513,-0.059382848404662666,0.0021119332031435513,-0.059382848404662666,,,,,2016-01-29,22.3,26.3,20.2,5.6,5.6,401.09999999999997,51.00000000000004,142.7097902097902,-0.06797202797202787,0.776142191142191,1.5523033954175665,0.0,0.0,,,,,,,,,,118.5,118.25,128.8,124.25,128.5,4.1226,3.9042,3.8582,3.3934,-20803.0,-10478.0,-12102.0,-19302.0,-20803.0,-10478.0,-12102.0,-19302.0,-0.1040061594764445,-0.06078995613933304,-0.061994139704526365,-0.09899223017155166,-0.1040061594764445,-0.06078995613933304,-0.061994139704526365,-0.09899223017155166,396.0,166.0,53.50000000000001,4.4,128.50000000000003,50.100000000000044,45.60000000000004,0.0,-0.27014374514374495,0.7743223443223446,2.3682539682539683,0.819365079365079,0.7017626817626819,0.4630397380397382,1.6052380952380954,1.5938095238095238,1.5941851603350612,0.6570732705541352,0.5159823642876826,0.7623762376237625,118.25,128.8,124.25,128.5,118.25,128.8,124.25,128.5,118.25,128.8,124.25,128.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.25,128.8,124.25,128.5,479.00070000000005,-2213817.0,47530.35,479.00070000000005,-2213817.0,14042.25,0.03238140950303978,-0.028243212313394935,0.025001302205417186,0.23238343225555516
2016-02-05,2016-02-05,122.4,0,KC_LOCAL,2017-02-04,365,,1,-0.02221864779955754,0.03238140950303978,0.014815085785140682,0.017106884163226144,0.018138462866913226,False,2016-02-05,3.8969,0.008323181463875375,-0.03660773294989386,-0.03219446617312019,0.010079891415685889,0.01159784078039425,COFFEE C - ICE FUTURES U.S.,2016-02-02,201589,38749,46756,39403,38749,46756,11319,9306,2016-02-05,-8007,-8007,-0.039719429135518305,-0.039719429135518305,0.7640645019034016,0.0506355448216075,0.7640645019034016,0.0506355448216075,2016-02-05,122.4,365,,,,,,,,,,,,,,,,,122.4,122.4,122.4,,,0.0,0.0,0.0,0.0,0.03238140950303978,0.014815085785140682,0.03238140950303978,0.014815085785140682,0.03238140950303978,0.014815085785140682,,,,,2016-02-05,23.6,29.6,19.1,5.0,5.0,363.2,16.000000000000043,123.30454545454548,0.19772727272727278,0.7390909090909091,1.5139928377891885,0.0,0.0,,,,,,,,,,122.4,118.5,121.2,121.15,130.85,4.0422,4.0244,3.8053,3.5175,-18682.0,-3277.0,-15657.0,-15152.0,-18682.0,-3277.0,-15657.0,-15152.0,-0.09176375817828163,-0.018993027582489552,-0.07838337113076911,-0.07768782333608495,-0.09176375817828163,-0.018993027582489552,-0.07838337113076911,-0.07768782333608495,401.09999999999997,162.8,74.60000000000001,0.6000000000000005,51.00000000000004,70.10000000000005,21.90000000000004,0.0,-0.06797202797202787,0.6462776112776114,2.2638095238095235,0.5777777777777775,0.776142191142191,0.588263403263403,1.453174603174603,0.9123809523809526,1.5523033954175665,0.6211935190787109,0.5803726892157227,0.10319410319410328,118.5,121.2,121.15,130.85,118.5,121.2,121.15,130.85,118.5,121.2,121.15,130.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.5,121.2,121.15,130.85,476.98056,-980056.8,44455.68,476.98056,-980056.8,14981.760000000002,-0.040856036494012135,-0.011090686694158284,0.017011345826536538,0.17733912147902922
2016-02-12,2016-02-12,117.5,0,KC_LOCAL,2017-02-11,365,,1,0.021506205220963682,-0.040856036494012135,-0.005516670048703282,0.018154300440371238,0.01850142353410953,False,2016-02-12,3.9884,0.0062374447698936445,0.00835897913132086,0.0006771924363082159,0.010367068414791077,0.011463507659674329,COFFEE C - ICE FUTURES U.S.,2016-02-09,197231,36744,42272,37951,36744,42272,11257,9290,2016-02-12,-5528,-5528,-0.02802804832911662,-0.02802804832911662,1.0615712596544986,0.3497989705334136,1.0615712596544986,0.3497989705334136,2016-02-12,117.5,365,,,,,,,,,,,,,,,,,117.5,117.5,117.5,,,0.0,0.0,0.0,0.0,-0.040856036494012135,-0.005516670048703282,-0.040856036494012135,-0.005516670048703282,-0.040856036494012135,-0.005516670048703282,,,,,2016-02-12,23.3,29.4,19.6,14.6,14.6,281.8,45.200000000000045,46.9818181818182,0.611818181818182,0.6965151515151518,1.200077429345722,0.0,0.0,,,,,,,,,,117.5,122.4,117.15,115.8,141.15,3.8969,4.0396,3.8016,3.4755,-8007.0,-17000.0,-19605.0,-3685.0,-8007.0,-17000.0,-19605.0,-3685.0,-0.039719429135518305,-0.08925243212877551,-0.09794957882430529,-0.019476950073468006,-0.039719429135518305,-0.08925243212877551,-0.09794957882430529,-0.019476950073468006,363.2,288.0,84.50000000000001,0.20000000000000046,16.000000000000043,146.40000000000003,9.90000000000004,0.0,0.19772727272727278,0.15422133422133452,2.4731746031746034,0.13206349206349208,0.7390909090909091,0.6912792762792762,1.7653968253968253,0.4641269841269844,1.5139928377891885,1.149821045087119,0.5513266637668554,0.03181818181818189,122.4,117.15,115.8,141.15,122.4,117.15,115.8,141.15,122.4,117.15,115.8,141.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.4,117.15,115.8,141.15,468.637,-649540.0,33111.5,468.637,-649540.0,13806.25,-0.008117968102447559,0.0682550106821264,0.10186505193424591,0.17770096922367778
